Model Name,Dataset,Sparsing Name,Power,Accuracy Mean,Accuracy Std,Removed %
SAGE,Cora,AdjustedRand,10,93.01%,4.58%,10.00%
SAGE,Cora,LDS,1,94.10%,3.84%,1.00%
SAGE,Cora,LDS,2,94.52%,3.65%,2.01%
SAGE,Cora,LDS,3,94.17%,4.48%,3.01%
SAGE,Cora,LDS,4,94.23%,3.68%,4.02%
SAGE,Cora,LDS,5,93.82%,3.82%,5.00%
SAGE,Cora,LDS,6,93.67%,3.67%,6.01%
SAGE,Cora,LDS,7,93.58%,3.21%,7.01%
SAGE,Cora,LDS,8,94.34%,3.80%,8.01%
SAGE,Cora,LDS,9,94.08%,3.83%,9.02%
SAGE,Cora,LDS,10,93.47%,4.12%,10.00%
SAGE,Cora,LSS,1,94.06%,2.97%,1.00%
SAGE,Cora,LSS,2,94.19%,3.61%,2.01%
SAGE,Cora,LSS,3,95.04%,3.69%,3.01%
SAGE,Cora,LSS,4,94.24%,4.91%,4.02%
SAGE,Cora,LSS,5,93.32%,3.47%,5.00%
SAGE,Cora,LSS,6,93.32%,3.78%,6.01%
SAGE,Cora,LSS,7,93.14%,4.51%,7.01%
SAGE,Cora,LSS,8,93.62%,4.01%,8.01%
SAGE,Cora,LSS,9,93.21%,3.10%,9.02%
SAGE,Cora,LSS,10,93.76%,3.45%,10.00%
SAGE,Cora,SCAN,1,94.15%,2.60%,1.00%
SAGE,Cora,SCAN,2,93.17%,4.72%,2.01%
SAGE,Cora,SCAN,3,93.12%,3.88%,3.01%
SAGE,Cora,SCAN,4,93.69%,3.21%,4.02%
SAGE,Cora,SCAN,5,93.17%,4.27%,5.00%
SAGE,Cora,SCAN,6,93.60%,4.45%,6.01%
SAGE,Cora,SCAN,7,92.64%,4.44%,7.01%
SAGE,Cora,SCAN,8,94.15%,3.95%,8.01%
SAGE,Cora,SCAN,9,94.02%,4.53%,9.02%
SAGE,Cora,SCAN,10,92.95%,4.28%,10.00%
GAT,Cora,NoSparsification,None,90.04%,3.24%,N/A
GAT,Cora,PreferentialAttachment,1,93.36%,3.34%,1.00%
GAT,Cora,PreferentialAttachment,2,90.42%,3.65%,2.01%
GAT,Cora,PreferentialAttachment,3,91.99%,2.93%,3.01%
GAT,Cora,PreferentialAttachment,4,89.34%,2.48%,4.02%
GAT,Cora,PreferentialAttachment,5,93.25%,4.47%,5.00%
GAT,Cora,PreferentialAttachment,6,92.56%,3.75%,6.01%
GAT,Cora,PreferentialAttachment,7,90.24%,2.73%,7.01%
GAT,Cora,PreferentialAttachment,8,90.61%,2.85%,8.01%
GAT,Cora,PreferentialAttachment,9,93.39%,3.77%,9.02%
GAT,Cora,PreferentialAttachment,10,89.41%,2.82%,10.00%
GAT,Cora,AdjustedRand,1,93.04%,4.30%,1.00%
GAT,Cora,AdjustedRand,2,93.04%,3.34%,2.01%
GAT,Cora,AdjustedRand,3,90.06%,2.20%,3.01%
GAT,Cora,AdjustedRand,4,92.53%,3.08%,4.02%
GAT,Cora,AdjustedRand,5,92.38%,3.65%,5.00%
GAT,Cora,AdjustedRand,6,90.42%,2.77%,6.01%
GAT,Cora,AdjustedRand,7,93.08%,3.37%,7.01%
GAT,Cora,AdjustedRand,8,92.84%,4.26%,8.01%
GAT,Cora,AdjustedRand,9,93.38%,3.44%,9.02%
GAT,Cora,AdjustedRand,10,93.15%,3.84%,10.00%
GAT,Cora,LDS,1,90.22%,3.13%,1.00%
GAT,Cora,LDS,2,92.60%,3.24%,2.01%
GAT,Cora,LDS,3,93.69%,3.32%,3.01%
GAT,Cora,LDS,4,91.77%,3.67%,4.02%
GAT,Cora,LDS,5,92.56%,3.86%,5.00%
GAT,Cora,LDS,6,91.07%,3.05%,6.01%
GAT,Cora,LDS,7,92.05%,3.85%,7.01%
GAT,Cora,LDS,8,92.53%,3.30%,8.01%
GAT,Cora,LDS,9,92.18%,3.95%,9.02%
GAT,Cora,LDS,10,91.44%,3.39%,10.00%
GAT,Cora,LSS,1,93.43%,3.99%,1.00%
GAT,Cora,LSS,2,90.63%,2.32%,2.01%
GAT,Cora,LSS,3,91.59%,4.21%,3.01%
GAT,Cora,LSS,4,93.60%,2.81%,4.02%
GAT,Cora,LSS,5,92.38%,3.42%,5.00%
GAT,Cora,LSS,6,89.72%,2.06%,6.01%
GAT,Cora,LSS,7,89.93%,2.22%,7.01%
GAT,Cora,LSS,8,92.16%,2.93%,8.01%
GAT,Cora,LSS,9,91.88%,3.20%,9.02%
GAT,Cora,LSS,10,92.20%,4.69%,10.00%
GAT,Cora,SCAN,1,93.08%,3.04%,1.00%
GAT,Cora,SCAN,2,91.44%,3.14%,2.01%
GAT,Cora,SCAN,3,90.30%,2.49%,3.01%
GAT,Cora,SCAN,4,89.24%,3.56%,4.02%
GAT,Cora,SCAN,5,90.26%,2.88%,5.00%
GAT,Cora,SCAN,6,90.55%,2.84%,6.01%
GAT,Cora,SCAN,7,90.20%,2.55%,7.01%
GAT,Cora,SCAN,8,90.83%,2.85%,8.01%
GAT,Cora,SCAN,9,92.51%,3.80%,9.02%
GAT,Cora,SCAN,10,89.39%,2.63%,10.00%
GCN,CiteSeer,NoSparsification,None,83.06%,5.16%,N/A
GCN,CiteSeer,PreferentialAttachment,1,82.00%,5.40%,1.01%
GCN,CiteSeer,PreferentialAttachment,2,83.00%,5.30%,2.02%
GCN,CiteSeer,PreferentialAttachment,3,82.97%,4.41%,3.01%
GCN,CiteSeer,PreferentialAttachment,4,82.94%,5.46%,4.02%
GCN,CiteSeer,PreferentialAttachment,5,82.76%,5.24%,5.01%
GCN,CiteSeer,PreferentialAttachment,6,82.63%,5.13%,6.02%
GCN,CiteSeer,PreferentialAttachment,7,83.15%,4.91%,7.01%
GCN,CiteSeer,PreferentialAttachment,8,83.00%,5.19%,8.02%
GCN,CiteSeer,PreferentialAttachment,9,82.58%,5.24%,9.01%
GCN,CiteSeer,PreferentialAttachment,10,83.08%,4.55%,10.02%
GCN,CiteSeer,AdjustedRand,1,82.99%,5.46%,1.01%
GCN,CiteSeer,AdjustedRand,2,83.72%,5.08%,2.02%
GCN,CiteSeer,AdjustedRand,3,83.06%,5.16%,3.01%
GCN,CiteSeer,AdjustedRand,4,82.91%,3.79%,4.02%
GCN,CiteSeer,AdjustedRand,5,84.04%,4.89%,5.01%
GCN,CiteSeer,AdjustedRand,6,83.62%,5.71%,6.02%
GCN,CiteSeer,AdjustedRand,7,83.08%,6.18%,7.01%
GCN,CiteSeer,AdjustedRand,8,84.07%,5.58%,8.02%
GCN,CiteSeer,AdjustedRand,9,83.18%,5.67%,9.01%
GCN,CiteSeer,AdjustedRand,10,83.69%,5.79%,10.02%
GCN,CiteSeer,LDS,1,82.97%,5.91%,1.01%
GCN,CiteSeer,LDS,2,82.96%,5.57%,2.02%
GCN,CiteSeer,LDS,3,83.54%,5.17%,3.01%
GCN,CiteSeer,LDS,4,82.94%,6.25%,4.02%
GCN,CiteSeer,LDS,5,83.15%,5.13%,5.01%
GCN,CiteSeer,LDS,6,83.27%,5.79%,6.02%
GCN,CiteSeer,LDS,7,83.29%,5.82%,7.01%
GCN,CiteSeer,LDS,8,83.96%,6.05%,8.02%
GCN,CiteSeer,LDS,9,83.65%,5.50%,9.01%
GCN,CiteSeer,LDS,10,83.77%,5.20%,10.02%
GCN,CiteSeer,LSS,1,83.41%,4.65%,1.01%
GCN,CiteSeer,LSS,2,83.08%,4.88%,2.02%
GCN,CiteSeer,LSS,3,82.07%,4.42%,3.01%
GCN,CiteSeer,LSS,4,82.76%,5.26%,4.02%
GCN,CiteSeer,LSS,5,82.12%,5.92%,5.01%
GCN,CiteSeer,LSS,6,81.98%,4.88%,6.02%
GCN,CiteSeer,LSS,7,81.71%,5.57%,7.01%
GCN,CiteSeer,LSS,8,81.76%,4.77%,8.02%
GCN,CiteSeer,LSS,9,82.60%,5.41%,9.01%
GCN,CiteSeer,LSS,10,81.31%,4.94%,10.02%
GCN,CiteSeer,SCAN,1,83.24%,5.08%,1.01%
GCN,CiteSeer,SCAN,2,82.93%,4.97%,2.02%
GCN,CiteSeer,SCAN,3,82.40%,4.66%,3.01%
GCN,CiteSeer,SCAN,4,83.20%,5.17%,4.02%
GCN,CiteSeer,SCAN,5,83.09%,5.24%,5.01%
GCN,CiteSeer,SCAN,6,82.90%,5.08%,6.02%
GCN,CiteSeer,SCAN,7,82.39%,5.17%,7.01%
GCN,CiteSeer,SCAN,8,82.25%,5.62%,8.02%
GCN,CiteSeer,SCAN,9,82.33%,4.57%,9.01%
GCN,CiteSeer,SCAN,10,81.88%,4.51%,10.02%
SAGE,CiteSeer,NoSparsification,None,91.65%,7.46%,N/A
SAGE,CiteSeer,PreferentialAttachment,1,91.56%,6.54%,1.01%
SAGE,CiteSeer,PreferentialAttachment,2,92.48%,7.79%,2.02%
SAGE,CiteSeer,PreferentialAttachment,3,92.19%,8.19%,3.01%
SAGE,CiteSeer,PreferentialAttachment,4,90.92%,7.65%,4.02%
SAGE,CiteSeer,PreferentialAttachment,5,91.61%,7.49%,5.01%
SAGE,CiteSeer,PreferentialAttachment,6,91.19%,7.75%,6.02%
SAGE,CiteSeer,PreferentialAttachment,7,91.16%,8.02%,7.01%
SAGE,CiteSeer,PreferentialAttachment,8,91.77%,8.56%,8.02%
SAGE,CiteSeer,PreferentialAttachment,9,91.73%,7.34%,9.01%
SAGE,CiteSeer,PreferentialAttachment,10,91.88%,7.46%,10.02%
SAGE,CiteSeer,AdjustedRand,1,91.29%,7.98%,1.01%
SAGE,CiteSeer,AdjustedRand,2,91.32%,8.24%,2.02%
SAGE,CiteSeer,AdjustedRand,3,91.41%,7.91%,3.01%
SAGE,CiteSeer,AdjustedRand,4,91.56%,8.64%,4.02%
SAGE,CiteSeer,AdjustedRand,5,92.27%,7.99%,5.01%
SAGE,CiteSeer,AdjustedRand,6,91.23%,8.24%,6.02%
SAGE,CiteSeer,AdjustedRand,7,90.96%,7.25%,7.01%
SAGE,CiteSeer,AdjustedRand,8,91.46%,8.10%,8.02%
SAGE,CiteSeer,AdjustedRand,9,91.71%,7.44%,9.01%
SAGE,CiteSeer,AdjustedRand,10,91.61%,7.60%,10.02%
SAGE,CiteSeer,LDS,1,90.42%,7.61%,1.01%
SAGE,CiteSeer,LDS,2,91.40%,7.01%,2.02%
SAGE,CiteSeer,LDS,3,90.44%,8.12%,3.01%
SAGE,CiteSeer,LDS,4,91.20%,7.40%,4.02%
SAGE,CiteSeer,LDS,5,90.72%,8.04%,5.01%
SAGE,CiteSeer,LDS,6,89.59%,7.02%,6.02%
SAGE,CiteSeer,LDS,7,90.92%,7.10%,7.01%
SAGE,CiteSeer,LDS,8,91.76%,8.39%,8.02%
SAGE,CiteSeer,LDS,9,91.25%,8.37%,9.01%
SAGE,CiteSeer,LDS,10,90.98%,7.54%,10.02%
SAGE,CiteSeer,LSS,1,91.04%,8.03%,1.01%
SAGE,CiteSeer,LSS,2,91.43%,7.72%,2.02%
SAGE,CiteSeer,LSS,3,91.20%,7.66%,3.01%
SAGE,CiteSeer,LSS,4,91.34%,7.25%,4.02%
SAGE,CiteSeer,LSS,5,91.53%,6.97%,5.01%
SAGE,CiteSeer,LSS,6,91.67%,7.34%,6.02%
SAGE,CiteSeer,LSS,7,91.38%,7.35%,7.01%
SAGE,CiteSeer,LSS,8,91.97%,7.50%,8.02%
SAGE,CiteSeer,LSS,9,90.71%,8.32%,9.01%
SAGE,CiteSeer,LSS,10,90.81%,7.28%,10.02%
SAGE,CiteSeer,SCAN,1,91.46%,7.52%,1.01%
SAGE,CiteSeer,SCAN,2,91.70%,8.16%,2.02%
SAGE,CiteSeer,SCAN,3,90.71%,7.04%,3.01%
SAGE,CiteSeer,SCAN,4,91.38%,8.37%,4.02%
SAGE,CiteSeer,SCAN,5,90.51%,8.49%,5.01%
SAGE,CiteSeer,SCAN,6,90.98%,7.60%,6.02%
SAGE,CiteSeer,SCAN,7,91.07%,7.25%,7.01%
SAGE,CiteSeer,SCAN,8,90.84%,8.22%,8.02%
SAGE,CiteSeer,SCAN,9,91.17%,7.96%,9.01%
SAGE,CiteSeer,SCAN,10,91.85%,7.66%,10.02%
GAT,CiteSeer,NoSparsification,None,78.95%,3.22%,N/A
GAT,CiteSeer,PreferentialAttachment,1,78.77%,3.76%,1.01%
GAT,CiteSeer,PreferentialAttachment,2,78.30%,3.27%,2.02%
GAT,CiteSeer,PreferentialAttachment,3,80.32%,2.56%,3.01%
GAT,CiteSeer,PreferentialAttachment,4,79.38%,3.29%,4.02%
GAT,CiteSeer,PreferentialAttachment,5,79.62%,2.79%,5.01%
GAT,CiteSeer,PreferentialAttachment,6,79.19%,3.22%,6.02%
GAT,CiteSeer,PreferentialAttachment,7,78.84%,3.65%,7.01%
GAT,CiteSeer,PreferentialAttachment,8,79.31%,3.00%,8.02%
GAT,CiteSeer,PreferentialAttachment,9,79.32%,3.45%,9.01%
GAT,CiteSeer,PreferentialAttachment,10,79.07%,3.44%,10.02%
GAT,CiteSeer,AdjustedRand,1,79.01%,2.88%,1.01%
GAT,CiteSeer,AdjustedRand,2,78.98%,3.01%,2.02%
GAT,CiteSeer,AdjustedRand,3,78.60%,3.10%,3.01%
GAT,CiteSeer,AdjustedRand,4,80.50%,2.95%,4.02%
GAT,CiteSeer,AdjustedRand,5,78.95%,3.75%,5.01%
GAT,CiteSeer,AdjustedRand,6,80.39%,2.86%,6.02%
GAT,CiteSeer,AdjustedRand,7,79.29%,2.46%,7.01%
GAT,CiteSeer,AdjustedRand,8,78.83%,2.51%,8.02%
GAT,CiteSeer,AdjustedRand,9,79.41%,3.07%,9.01%
GAT,CiteSeer,AdjustedRand,10,80.00%,2.76%,10.02%
GAT,CiteSeer,LDS,1,79.35%,2.44%,1.01%
GAT,CiteSeer,LDS,2,80.08%,2.41%,2.02%
GAT,CiteSeer,LDS,3,79.73%,3.81%,3.01%
GAT,CiteSeer,LDS,4,79.19%,3.08%,4.02%
GAT,CiteSeer,LDS,5,79.92%,3.28%,5.01%
GAT,CiteSeer,LDS,6,80.36%,3.00%,6.02%
GAT,CiteSeer,LDS,7,80.42%,3.34%,7.01%
GAT,CiteSeer,LDS,8,79.86%,3.70%,8.02%
GAT,CiteSeer,LDS,9,80.66%,2.56%,9.01%
GAT,CiteSeer,LDS,10,80.71%,3.28%,10.02%
GAT,CiteSeer,LSS,1,77.61%,2.64%,1.01%
GAT,CiteSeer,LSS,2,79.86%,2.89%,2.02%
GAT,CiteSeer,LSS,3,78.87%,2.59%,3.01%
GAT,CiteSeer,LSS,4,79.04%,3.28%,4.02%
GAT,CiteSeer,LSS,5,78.08%,2.13%,5.01%
GAT,CiteSeer,LSS,6,77.72%,3.20%,6.02%
GAT,CiteSeer,LSS,7,79.83%,3.60%,7.01%
GAT,CiteSeer,LSS,8,79.71%,3.05%,8.02%
GAT,CiteSeer,LSS,9,78.32%,2.23%,9.01%
GAT,CiteSeer,LSS,10,78.68%,2.16%,10.02%
GAT,CiteSeer,SCAN,1,79.02%,2.80%,1.01%
GAT,CiteSeer,SCAN,2,78.44%,2.61%,2.02%
GAT,CiteSeer,SCAN,3,78.72%,2.51%,3.01%
GAT,CiteSeer,SCAN,4,79.74%,2.93%,4.02%
GAT,CiteSeer,SCAN,5,77.57%,2.83%,5.01%
GAT,CiteSeer,SCAN,6,79.35%,2.41%,6.02%
GAT,CiteSeer,SCAN,7,78.95%,2.21%,7.01%
GAT,CiteSeer,SCAN,8,78.98%,3.60%,8.02%
GAT,CiteSeer,SCAN,9,79.55%,2.66%,9.01%
GAT,CiteSeer,SCAN,10,79.67%,3.13%,10.02%
GCN,PubMed,NoSparsification,None,93.22%,3.00%,N/A
GCN,PubMed,PreferentialAttachment,1,93.06%,3.19%,1.00%
GCN,PubMed,PreferentialAttachment,2,93.17%,3.13%,2.00%
GCN,PubMed,PreferentialAttachment,3,93.26%,3.54%,3.00%
GCN,PubMed,PreferentialAttachment,4,93.26%,3.28%,4.00%
GCN,PubMed,PreferentialAttachment,5,93.07%,3.38%,5.00%
GCN,PubMed,PreferentialAttachment,6,93.27%,3.26%,6.00%
GCN,PubMed,PreferentialAttachment,7,93.23%,3.21%,7.00%
GCN,PubMed,PreferentialAttachment,8,93.19%,3.19%,8.00%
GCN,PubMed,PreferentialAttachment,9,93.28%,3.39%,9.00%
GCN,PubMed,PreferentialAttachment,10,93.34%,3.25%,10.00%
GCN,PubMed,AdjustedRand,1,93.37%,3.34%,1.00%
GCN,PubMed,AdjustedRand,2,92.97%,3.25%,2.00%
GCN,PubMed,AdjustedRand,3,93.26%,3.41%,3.00%
GCN,PubMed,AdjustedRand,4,93.09%,3.32%,4.00%
GCN,PubMed,AdjustedRand,5,93.38%,3.02%,5.00%
GCN,PubMed,AdjustedRand,6,93.28%,3.24%,6.00%
GCN,PubMed,AdjustedRand,7,93.12%,3.10%,7.00%
GCN,PubMed,AdjustedRand,8,92.92%,2.98%,8.00%
GCN,PubMed,AdjustedRand,9,93.36%,3.37%,9.00%
GCN,PubMed,AdjustedRand,10,93.32%,3.13%,10.00%
GCN,PubMed,LDS,1,93.11%,3.41%,1.00%
GCN,PubMed,LDS,2,93.15%,3.43%,2.00%
GCN,PubMed,LDS,3,93.43%,3.15%,3.00%
GCN,PubMed,LDS,4,93.14%,3.22%,4.00%
GCN,PubMed,LDS,5,93.16%,3.04%,5.00%
GCN,PubMed,LDS,6,93.03%,3.35%,6.00%
GCN,PubMed,LDS,7,93.21%,3.58%,7.00%
GCN,PubMed,LDS,8,93.40%,3.27%,8.00%
GCN,PubMed,LDS,9,93.61%,3.33%,9.00%
GCN,PubMed,LDS,10,93.25%,3.33%,10.00%
GCN,PubMed,LSS,1,93.21%,3.31%,1.00%
GCN,PubMed,LSS,2,93.11%,3.30%,2.00%
GCN,PubMed,LSS,3,93.04%,3.20%,3.00%
GCN,PubMed,LSS,4,92.96%,2.99%,4.00%
GCN,PubMed,LSS,5,93.39%,3.06%,5.00%
GCN,PubMed,LSS,6,93.12%,3.45%,6.00%
GCN,PubMed,LSS,7,93.35%,3.22%,7.00%
GCN,PubMed,LSS,8,93.16%,3.42%,8.00%
GCN,PubMed,LSS,9,93.25%,3.18%,9.00%
GCN,PubMed,LSS,10,93.17%,3.32%,10.00%
GCN,PubMed,SCAN,1,93.16%,3.17%,1.00%
GCN,PubMed,SCAN,2,93.28%,3.09%,2.00%
GCN,PubMed,SCAN,3,92.97%,2.98%,3.00%
GCN,PubMed,SCAN,4,93.60%,3.19%,4.00%
GCN,PubMed,SCAN,5,93.44%,3.13%,5.00%
GCN,PubMed,SCAN,6,93.26%,2.89%,6.00%
GCN,PubMed,SCAN,7,93.11%,3.26%,7.00%
GCN,PubMed,SCAN,8,93.49%,2.98%,8.00%
GCN,PubMed,SCAN,9,93.04%,3.28%,9.00%
GCN,PubMed,SCAN,10,92.93%,3.20%,10.00%
SAGE,PubMed,NoSparsification,None,96.93%,4.06%,N/A
SAGE,PubMed,PreferentialAttachment,1,97.02%,4.15%,1.00%
SAGE,PubMed,PreferentialAttachment,2,97.19%,3.93%,2.00%
SAGE,PubMed,PreferentialAttachment,3,97.16%,3.99%,3.00%
SAGE,PubMed,PreferentialAttachment,4,97.18%,3.92%,4.00%
SAGE,PubMed,PreferentialAttachment,5,97.02%,4.27%,5.00%
SAGE,PubMed,PreferentialAttachment,6,97.00%,4.19%,6.00%
SAGE,PubMed,PreferentialAttachment,7,96.93%,4.12%,7.00%
SAGE,PubMed,PreferentialAttachment,8,97.01%,4.48%,8.00%
SAGE,PubMed,PreferentialAttachment,9,96.95%,4.33%,9.00%
SAGE,PubMed,PreferentialAttachment,10,96.92%,4.17%,10.00%
SAGE,PubMed,AdjustedRand,1,97.19%,3.96%,1.00%
SAGE,PubMed,AdjustedRand,2,96.95%,4.18%,2.00%
SAGE,PubMed,AdjustedRand,3,97.07%,4.13%,3.00%
SAGE,PubMed,AdjustedRand,4,96.90%,4.51%,4.00%
SAGE,PubMed,AdjustedRand,5,97.07%,3.97%,5.00%
SAGE,PubMed,AdjustedRand,6,97.07%,4.01%,6.00%
SAGE,PubMed,AdjustedRand,7,97.22%,3.93%,7.00%
SAGE,PubMed,AdjustedRand,8,97.15%,4.01%,8.00%
SAGE,PubMed,AdjustedRand,9,97.02%,4.12%,9.00%
SAGE,PubMed,AdjustedRand,10,97.30%,4.10%,10.00%
SAGE,PubMed,LDS,1,96.95%,4.25%,1.00%
SAGE,PubMed,LDS,2,97.19%,3.95%,2.00%
SAGE,PubMed,LDS,3,97.18%,4.04%,3.00%
SAGE,PubMed,LDS,4,96.88%,4.17%,4.00%
SAGE,PubMed,LDS,5,97.08%,3.89%,5.00%
SAGE,PubMed,LDS,6,97.17%,3.89%,6.00%
SAGE,PubMed,LDS,7,97.21%,4.01%,7.00%
SAGE,PubMed,LDS,8,97.14%,3.97%,8.00%
SAGE,PubMed,LDS,9,97.09%,4.24%,9.00%
SAGE,PubMed,LDS,10,97.14%,4.09%,10.00%
SAGE,PubMed,LSS,1,97.09%,4.33%,1.00%
SAGE,PubMed,LSS,2,97.05%,3.92%,2.00%
SAGE,PubMed,LSS,3,96.83%,4.20%,3.00%
SAGE,PubMed,LSS,4,97.10%,4.15%,4.00%
SAGE,PubMed,LSS,5,97.17%,3.89%,5.00%
SAGE,PubMed,LSS,6,97.23%,4.05%,6.00%
SAGE,PubMed,LSS,7,96.88%,4.27%,7.00%
SAGE,PubMed,LSS,8,96.90%,4.01%,8.00%
SAGE,PubMed,LSS,9,96.91%,4.20%,9.00%
SAGE,PubMed,LSS,10,97.24%,3.91%,10.00%
SAGE,PubMed,SCAN,1,96.90%,4.35%,1.00%
SAGE,PubMed,SCAN,2,97.25%,3.93%,2.00%
SAGE,PubMed,SCAN,3,97.23%,3.91%,3.00%
SAGE,PubMed,SCAN,4,97.19%,4.02%,4.00%
SAGE,PubMed,SCAN,5,97.14%,4.04%,5.00%
SAGE,PubMed,SCAN,6,97.03%,4.22%,6.00%
SAGE,PubMed,SCAN,7,97.19%,4.01%,7.00%
SAGE,PubMed,SCAN,8,97.19%,3.80%,8.00%
SAGE,PubMed,SCAN,9,96.93%,4.37%,9.00%
SAGE,PubMed,SCAN,10,96.91%,4.11%,10.00%
GAT,PubMed,NoSparsification,None,93.18%,3.66%,N/A
GAT,PubMed,PreferentialAttachment,1,93.22%,3.61%,1.00%
GAT,PubMed,PreferentialAttachment,2,93.33%,3.72%,2.00%
GAT,PubMed,PreferentialAttachment,3,93.59%,3.96%,3.00%
GAT,PubMed,PreferentialAttachment,4,93.26%,3.67%,4.00%
GAT,PubMed,PreferentialAttachment,5,93.49%,3.34%,5.00%
GAT,PubMed,PreferentialAttachment,6,93.81%,3.44%,6.00%
GAT,PubMed,PreferentialAttachment,7,93.65%,3.74%,7.00%
GAT,PubMed,PreferentialAttachment,8,93.39%,3.72%,8.00%
GAT,PubMed,PreferentialAttachment,9,93.42%,3.86%,9.00%
GAT,PubMed,PreferentialAttachment,10,93.64%,3.55%,10.00%
GAT,PubMed,AdjustedRand,1,93.30%,3.32%,1.00%
GAT,PubMed,AdjustedRand,2,93.30%,3.56%,2.00%
