Model Name,Dataset,Sparsing Name,Power,Accuracy Mean,Accuracy Std,Removed %
GCN,chameleon,LDS,1,66.14%,19.89%,1.14%
GCN,chameleon,LDS,2,67.13%,20.38%,2.14%
GCN,chameleon,LDS,3,66.27%,21.04%,3.14%
GCN,chameleon,LDS,4,67.76%,21.09%,4.14%
GCN,chameleon,LDS,5,67.46%,20.17%,5.13%
GCN,chameleon,LDS,6,68.44%,20.64%,6.13%
GCN,chameleon,LDS,7,68.11%,20.79%,7.13%
GCN,chameleon,LDS,8,67.35%,22.00%,8.13%
GCN,chameleon,LDS,9,67.41%,21.65%,9.13%
GCN,chameleon,LDS,10,67.70%,21.89%,10.13%
GCN,chameleon,LSS,1,66.51%,20.01%,1.14%
GCN,chameleon,LSS,2,67.43%,20.41%,2.14%
GCN,chameleon,LSS,3,66.97%,20.71%,3.14%
GCN,chameleon,LSS,4,67.46%,20.76%,4.14%
GCN,chameleon,LSS,5,67.30%,20.58%,5.13%
GCN,chameleon,LSS,6,66.80%,21.71%,6.13%
GCN,chameleon,LSS,7,68.18%,21.84%,7.13%
GCN,chameleon,LSS,8,67.61%,21.43%,8.13%
GCN,chameleon,LSS,9,67.28%,21.75%,9.13%
GCN,chameleon,LSS,10,67.74%,20.93%,10.13%
GCN,chameleon,SCAN,1,68.44%,20.64%,1.14%
GCN,chameleon,SCAN,2,66.18%,20.29%,2.14%
GCN,chameleon,SCAN,3,66.29%,21.25%,3.14%
GCN,chameleon,SCAN,4,66.38%,19.93%,4.14%
GCN,chameleon,SCAN,5,68.31%,20.14%,5.13%
GCN,chameleon,SCAN,6,65.61%,21.64%,6.13%
GCN,chameleon,SCAN,7,67.46%,20.44%,7.13%
GCN,chameleon,SCAN,8,66.45%,20.46%,8.13%
GCN,chameleon,SCAN,9,66.32%,20.86%,9.13%
GCN,chameleon,SCAN,10,66.60%,19.88%,10.13%
SAGE,chameleon,NoSparsification,None,88.79%,14.95%,N/A
SAGE,chameleon,LDS,1,88.44%,14.02%,1.14%
SAGE,chameleon,LDS,2,88.57%,12.77%,2.14%
SAGE,chameleon,LDS,3,88.62%,12.73%,3.14%
SAGE,chameleon,LDS,4,89.04%,13.10%,4.14%
SAGE,chameleon,LDS,5,88.71%,13.31%,5.13%
SAGE,chameleon,LDS,6,88.18%,14.16%,6.13%
SAGE,chameleon,LDS,7,88.64%,13.39%,7.13%
SAGE,chameleon,LDS,8,88.75%,13.05%,8.13%
SAGE,chameleon,LDS,9,89.30%,13.38%,9.13%
SAGE,chameleon,LDS,10,89.25%,12.52%,10.13%
SAGE,chameleon,LSS,1,88.71%,13.55%,1.14%
SAGE,chameleon,LSS,2,88.42%,14.03%,2.14%
SAGE,chameleon,LSS,3,88.49%,13.39%,3.14%
SAGE,chameleon,LSS,4,90.00%,13.59%,4.14%
SAGE,chameleon,LSS,5,88.62%,13.92%,5.13%
SAGE,chameleon,LSS,6,88.73%,13.58%,6.13%
SAGE,chameleon,LSS,7,89.12%,12.82%,7.13%
SAGE,chameleon,LSS,8,88.31%,13.60%,8.13%
SAGE,chameleon,LSS,9,88.99%,13.05%,9.13%
SAGE,chameleon,LSS,10,89.10%,14.30%,10.13%
SAGE,chameleon,SCAN,1,88.75%,12.37%,1.14%
SAGE,chameleon,SCAN,2,88.64%,13.80%,2.14%
SAGE,chameleon,SCAN,3,88.90%,13.31%,3.14%
SAGE,chameleon,SCAN,4,88.66%,14.44%,4.14%
SAGE,chameleon,SCAN,5,88.95%,12.96%,5.13%
SAGE,chameleon,SCAN,6,88.93%,11.95%,6.13%
SAGE,chameleon,SCAN,7,88.42%,13.11%,7.13%
SAGE,chameleon,SCAN,8,88.51%,13.36%,8.13%
SAGE,chameleon,SCAN,9,88.16%,14.18%,9.13%
SAGE,chameleon,SCAN,10,89.28%,12.95%,10.13%
GAT,chameleon,NoSparsification,None,75.00%,12.18%,N/A
GAT,chameleon,LDS,1,74.25%,12.75%,1.14%
GAT,chameleon,LDS,2,74.36%,12.18%,2.14%
GAT,chameleon,LDS,3,73.51%,12.60%,3.14%
GAT,chameleon,LDS,4,75.77%,12.28%,4.14%
GAT,chameleon,LDS,5,73.82%,13.62%,5.13%
GAT,chameleon,LDS,6,74.82%,11.91%,6.13%
GAT,chameleon,LDS,7,75.18%,12.99%,7.13%
GAT,chameleon,LDS,8,74.50%,12.98%,8.13%
GAT,chameleon,LDS,9,74.76%,13.21%,9.13%
GAT,chameleon,LDS,10,75.88%,12.78%,10.13%
GAT,chameleon,LSS,1,74.82%,12.19%,1.14%
GAT,chameleon,LSS,2,75.92%,11.24%,2.14%
GAT,chameleon,LSS,3,75.00%,12.46%,3.14%
GAT,chameleon,LSS,4,75.88%,12.84%,4.14%
GAT,chameleon,LSS,5,75.02%,12.64%,5.13%
GAT,chameleon,LSS,6,76.07%,12.47%,6.13%
GAT,chameleon,LSS,7,73.18%,13.12%,7.13%
GAT,chameleon,LSS,8,77.00%,12.11%,8.13%
GAT,chameleon,LSS,9,75.75%,10.78%,9.13%
GAT,chameleon,LSS,10,74.45%,13.90%,10.13%
GAT,chameleon,SCAN,1,74.54%,11.91%,1.14%
GAT,chameleon,SCAN,2,74.56%,11.20%,2.14%
GAT,chameleon,SCAN,3,74.52%,10.19%,3.14%
GAT,chameleon,SCAN,4,74.96%,11.66%,4.14%
GAT,chameleon,SCAN,5,74.43%,11.03%,5.13%
GAT,chameleon,SCAN,6,75.31%,10.90%,6.13%
GAT,chameleon,SCAN,7,74.23%,12.20%,7.13%
GAT,chameleon,SCAN,8,75.29%,12.66%,8.13%
GAT,chameleon,SCAN,9,74.45%,12.25%,9.13%
GAT,chameleon,SCAN,10,75.35%,11.55%,10.13%
